,id,text,aspect,polarity
3000,1977," forget the rush and the wait and the noise ( which is n't actually that bad ) , i mean please , who goes to a steakhouse to be coddled and romantic ?",ambience,conflict
3001,87," having hunted around for a quiet , romantic , yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot .",anecdotes/miscellaneous,neutral
3002,2499, i 've never been disappointed .,anecdotes/miscellaneous,positive
3003,2093, i wo n't go back unless someone else is footing the bill .,price,negative
3004,2153," we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze ( they told me that if i call in the order , they 'd bring it out to the car so i would n't have to look for parking ) .",service,positive
3005,721," from the street it looks very hidden , and is actually an old warehouse .",anecdotes/miscellaneous,neutral
3006,1156, jimmy 's is hands down the hottest night spot in the bronx .,ambience,positive
3007,2409, and i would have to agree with the masses in terms of service - delivery is their achilles ' heel .,service,negative
3008,3233, my boyfriend and i have been to the minnow four times now and we have consistently been impressed .,anecdotes/miscellaneous,positive
3009,2359," the $ 300 bill was a bit steep , but the experience was great .",price,negative
3010,3545," i would n't mind going back some time , but not before trying others nearby .",anecdotes/miscellaneous,conflict
3011,2968," nice ambiance , nice little bar , good bartender , francois , and good service .",service,positive
3012,2968," nice ambiance , nice little bar , good bartender , francois , and good service .",ambience,positive
3013,210, i found this restaurant to be one that truly values its patrons .,anecdotes/miscellaneous,positive
3014,382," the calamari comes with an incredible sauce , and the duck noodles are yummy as well .",food,positive
3015,1715, i would definitely go back -- if only for some of those exotic martinis on the blackboard .,food,positive
3016,1517," for some reason the place was empty when we got in and remained so for the entire evening , i do n't understand why but we had a blast and will definately go back the next time we are in the area .",anecdotes/miscellaneous,positive
3017,611, simple comfort food and what hot and lage portions .,food,positive
3018,2379, but i just would like to say i read the reviews people left and thats why i checked it out .,anecdotes/miscellaneous,neutral
3019,1643," stay away from the two specialty rolls on the menu , though too much avocado and rice will fill you up right quick .",food,negative
3020,2305," i 've eaten at pizza gruppo a few times , but more often i order delivery .",anecdotes/miscellaneous,neutral
3021,2989, we did n't get drink refills and she did n't even offer us the option of dessert .,service,negative
3022,848, beautiful experience .,anecdotes/miscellaneous,positive
3023,2156, the bagels are also reasonably priced for nyc .,price,positive
3024,1966," if you can handle that , it 's a great place for a business dinner , fun with friends or simply a table for 2 .",anecdotes/miscellaneous,positive
3025,2088, decor leaves something to be desired .,ambience,negative
3026,1150, jimmy is dominican !,anecdotes/miscellaneous,neutral
3027,185," also , specify if you like your food spicy its rather bland if you do n't .",food,neutral
3028,1710," our waiter was fine , the place looks nice in that not trying too hard way , but at those prices , a little more should be expected of your food .",service,positive
3029,1710," our waiter was fine , the place looks nice in that not trying too hard way , but at those prices , a little more should be expected of your food .",ambience,positive
3030,1710," our waiter was fine , the place looks nice in that not trying too hard way , but at those prices , a little more should be expected of your food .",price,negative
3031,1710," our waiter was fine , the place looks nice in that not trying too hard way , but at those prices , a little more should be expected of your food .",food,negative
3032,2610, coming from boston this place is like emma 's pizza in kendall square in cambridge ( although they have more funky toppings ! ),anecdotes/miscellaneous,neutral
3033,649," when my husband and go there , we spend $ 60.00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time",food,positive
3034,649," when my husband and go there , we spend $ 60.00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time",anecdotes/miscellaneous,positive
3035,649," when my husband and go there , we spend $ 60.00 ( have lobster tails ummmmm need i say more ) i ca n't say any more , it a place you 'll never forget if you never go , you 'll miss a meal of your life time",price,positive
3036,3450," in an effort to increase turnover , the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse .",service,neutral
3037,974," i 've been to this restaurant more than a dozen times and when i 'm craving for pho , lemon grass chicken or beef cube on rice , this is the place to go .",food,positive
3038,3089," oh yes , and if you are a fan of indian oldies film stars , there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls , some of which , i would love to know where they obtained .",ambience,positive
3039,647," the food is spectacular , from the appetizers to the main course , and then of course the desserts , ( wow ) you 'll need no more .",food,positive
3040,2954, the neighborhood was nice though so check out another restaurant instead .,anecdotes/miscellaneous,negative
3041,378, my fish was delicious in an incredible curry sauce .,food,positive
3042,490, if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz 's deli down on the lower east side .,anecdotes/miscellaneous,positive
3043,3245," even upon delivery , their juicy pork buns are quite good . .",food,positive
3044,1426, this is also where i was from .,anecdotes/miscellaneous,neutral
3045,1992, everything is for sale in here including the sculptured iron statue on the table .,anecdotes/miscellaneous,neutral
